['85.61597442626953, -226.05992126464844, 0.2037808895111084,-0.7213796973228455, -0.6925356984138489, -0.002343453699722886', '74.01776123046875, -233.57073974609375, 0.20380012691020966,-0.9138180613517761, -0.40611740946769714, -0.002287991577759385', 80]
['98.46342468261719, -184.5336456298828, 0.20369283854961395,0.24727293848991394, -0.9689432978630066, -0.002226655837148428', '99.06651306152344, -201.5247802734375, 0.20385025441646576,-0.14256228506565094, -0.9897829294204712, -0.0024057289119809866', 51]
['83.5317153930664, -227.86549377441406, 0.20359475910663605,-0.7631495594978333, -0.646218478679657, -0.00208955816924572', '76.59263610839844, -232.38482666015625, 0.20429182052612305,-0.8822080492973328, -0.4708528518676758, -0.0025566734839230776', 59]
['20.225914001464844, -126.52186584472656, 0.20474736392498016,0.2744275629520416, -0.9615457653999329, 0.01091595459729433', '32.85902404785156, -132.131103515625, 0.20291048288345337,0.9705284833908081, -0.2409791797399521, 0.0018637704197317362', 87]
['24.947107315063477, -129.83753967285156, 0.20119594037532806,0.8880655765533447, -0.459698885679245, 0.004055531229823828', '43.674713134765625, -135.3506317138672, 0.20222264528274536,0.9413643479347229, -0.3373868763446808, -0.001772780902683735', 58]
['83.31964874267578, -159.9167022705078, 0.20252582430839539,0.7546228766441345, -0.6561554074287415, -0.0020765012595802546', '91.43495178222656, -168.9959716796875, 0.2031927853822708,0.588049054145813, -0.808822512626648, -0.0021013282239437103', 82]
['96.73651123046875, -178.90492248535156, 0.20365828275680542,0.37594300508499146, -0.9266399145126343, -0.0022969343699514866', '97.7156753540039, -181.75552368164062, 0.20370003581047058,0.3108519911766052, -0.950455367565155, -0.0024001903366297483', 69]
['35.34640121459961, -132.7635040283203, 0.20136235654354095,0.9686737060546875, -0.24833503365516663, -0.0010036207968369126', '40.77017593383789, -134.34005737304688, 0.20193210244178772,0.9541741013526917, -0.2992454767227173, -0.0019735919777303934', 61]
['99.43772888183594, -198.68045043945312, 0.203971266746521,-0.07437461614608765, -0.9972277283668518, -0.002292839577421546', '94.25372314453125, -215.05560302734375, 0.20370250940322876,-0.47051405906677246, -0.882390022277832, -0.0020767541136592627', 89]
['19.879690170288086, -125.99859619140625, 0.20309801399707794,0.12334130704402924, -0.9923595786094666, 0.0030799717642366886', '24.947107315063477, -129.83753967285156, 0.20119594037532806,0.8880655765533447, -0.459698885679245, 0.004055531229823828', 66]
['99.43772888183594, -198.68045043945312, 0.203971266746521,-0.07437461614608765, -0.9972277283668518, -0.002292839577421546', '98.4848403930664, -204.3820037841797, 0.20405064523220062,-0.2139292061328888, -0.9768462777137756, -0.002393813570961356', 35]
['85.61597442626953, -226.05992126464844, 0.2037808895111084,-0.7213796973228455, -0.6925356984138489, -0.002343453699722886', '83.5317153930664, -227.86549377441406, 0.20359475910663605,-0.7631495594978333, -0.646218478679657, -0.00208955816924572', 89]
['73.45671081542969, -152.49661254882812, 0.2007935792207718,0.8382793068885803, -0.5452389121055603, -0.0015606784727424383', '85.55872344970703, -162.0270538330078, 0.2029404640197754,0.7194563150405884, -0.6945343613624573, -0.0021406332962214947', 91]
['92.8514633178711, -171.1336669921875, 0.2032833993434906,0.5452154278755188, -0.8382931351661682, -0.0021747492719441652', '98.46342468261719, -184.5336456298828, 0.20369283854961395,0.24727293848991394, -0.9689432978630066, -0.002226655837148428', 35]
['85.61597442626953, -226.05992126464844, 0.2037808895111084,-0.7213796973228455, -0.6925356984138489, -0.002343453699722886', '79.0202865600586, -231.04669189453125, 0.2042185217142105,-0.8445665240287781, -0.5354434847831726, -0.0027757587376981974', 26]
['94.25372314453125, -215.05560302734375, 0.20370250940322876,-0.47051405906677246, -0.882390022277832, -0.0020767541136592627', '83.5317153930664, -227.86549377441406, 0.20359475910663605,-0.7631495594978333, -0.646218478679657, -0.00208955816924572', 85]
['79.0202865600586, -231.04669189453125, 0.2042185217142105,-0.8445665240287781, -0.5354434847831726, -0.0027757587376981974', '74.01776123046875, -233.57073974609375, 0.20380012691020966,-0.9138180613517761, -0.40611740946769714, -0.002287991577759385', 39]
['48.84563064575195, -137.50804138183594, 0.20220930874347687,0.9113713502883911, -0.4115765690803528, -0.0026316852308809757', '63.43642044067383, -146.1070098876953, 0.19975623488426208,0.8404310345649719, -0.541916012763977, -0.001662109512835741', 86]
